0
0
3
2
2
3
3
1
4
3
4
3
3
5
10
6
5
6
5
8
12
9
8
8
8
11
12
8
10
6
7
8
11
11
4
9
7
8
13
9
8
10
3
4
7
9
4
7
6
5
7
10
10
5
3
6
7
2
3
4
3
4
7
4
3
1
2
8
4
4
6
4
3
2
3
2
3
0
2
2
1
5
0
1
1
2
0
2
2
2
2
1
1
1
1
1
3
0
1
2
3
1
2
1
2
2
2
1
2
1
1
2
1
1
1
1
1
1
1
1
1
