run,correctify,thr,precision,recall,f1
attention_gates,False,0.8,0.9015560140190401,0.31823206843606056,0.47041619651634825
attention_gates,False,0.85,0.908120556050495,0.23700372888791402,0.3759032288365264
attention_gates,False,0.9,0.9217087169675954,0.13526211888572054,0.23590485153135782
attention_gates,False,0.95,0.9486321590238143,0.021144987935950866,0.04136788667602165
attention_bottleneck,True,0.05,0.44863006718886933,0.280099082553242,0.344876749529977
attention_bottleneck,True,0.1,0.5373947412649014,0.39331023103710083,0.45419946413789386
attention_bottleneck,True,0.15,0.6516609854178128,0.4873326179256287,0.5576425593461368
attention_bottleneck,True,0.2,0.7323305387551636,0.5346385989319783,0.6180611059080813
attention_bottleneck,True,0.25,0.7895458481670355,0.5568812748395635,0.653111172463195
attention_bottleneck,True,0.3,0.8354198077065671,0.5734614846265105,0.6800872235594154
