attention_none_f0,attention_none_f1,attention_none_f2,attention_none_f3,attention_gates_f0,attention_gates_f1,attention_gates_f2,attention_gates_f3,attention_bottleneck_f0,attention_bottleneck_f1
0.7194329920785657,0.7281262350230859 ,0.5148426302814882 ,0.7423770207957424 ,0.7335563579722458,0.67235884793458  ,0.6898672384689083,0.7417786319714456,0.3805514221076954,0.73463700854617
0.7194329920785657,0.7281262350230859 ,0.6210476736566186 ,0.741958201856679  ,0.5988490997313229,0.7240697055018644,0.7064026827521049,0.7443335412767728,0.6751069388223809,0.7302546474286491
0.7194329920785657,0.7281262350230859 ,0.6785630381712138 ,0.741958201856679  ,0.638409434740751 ,0.7128431474039847,0.7023845047879989,0.7529415815250605,0.5749000513702456,0.6897116056281808
0.6622605117654622,0.7303746485295235 ,0.7195669045410665 ,0.741958201856679  ,0.6788664814748008,0.7308806793730335,0.7282498954689619,0.7131389327756418,0.7372914811380517,0.7156159364982445
0.6622605117654622,0.7303746485295235 ,0.6710355437453797 ,0.741958201856679  ,0.5998878439375972,0.7076929082374526,0.612403825187677 ,0.754106533492638 ,0.7547752477315871,0.7119201216255084
0.6622605117654622,0.7303746485295235 ,0.7084526872845561 ,0.732656065690694  ,0.6133180195251055,0.7217621075879477,0.7197599356528553,0.7255134119952641,0.3967175664302032,0.7326770012504713
0.6622605117654622,0.7303746485295235 ,0.6868749038313586 ,0.732656065690694  ,0.6368408406188196,0.7156701509872242,0.7213593839028066,0.7379513912863358,0.7104257208280761,0.738404561181229
0.6173926690614864,0.729432537152386  ,0.7207000089185734 ,0.732656065690694  ,0.6810491103892955,0.7070768209463747,0.71057536735138  ,0.7428602317158868,0.696055180404439 ,0.7457029873536667
0.6173926690614864,0.729432537152386  ,0.719501543120014, 0.732656065690694   ,0.6201115793114119,0.7207386571198948,0.7438120062233537,0.7457454679985203,0.7365638607004806,0.7372398724882695
0.6173926690614864,0.729432537152386  ,0.711784410779461, 0.744205184474009   ,0.5709721504026002,0.7270636672168542,0.674204766489184 ,0.7090009318484072,0.5808464460119371,0.7376291213327708
0.6173926690614864,0.729432537152386  ,0.6652561675591955 ,0.7530115582385208 ,0.666386193719159 ,0.7394891797622173,0.730716480964251 ,0.7317186973464784,0.7454229442648344,0.7541579794171689
0.6980150140468844,0.7278731185127503 ,0.7081437917525977 ,0.7421996456849489 ,0.6515138269662266,0.7432287854045835,0.7338781469216251,0.7188561152963153,0.7204935721268239,0.7382408699073577
0.6980150140468844,0.7278731185127503 ,0.7234846658889542 ,0.7436324469144294 ,0.6288011736631475,0.73646712907117  ,0.7300166743601098,0.7159871458392884,0.5982799548585438,0.7409351500260591
0.6980150140468844,0.7278731185127503 ,0.7314113442231303 ,0.7528162700068353 ,0.6103642931714663,0.7340019827270535,0.739114526161727 ,0.7169427615133668,0.7476297887254328,0.7324791659018318
0.6980150140468844,0.7278731185127503 ,0.7346426363593133 ,0.7342991669684896 ,0.6607256302923233,0.7195860699417912,0.7452894912153362,0.7388402890633105,0.7365994844771314,0.740060382685069
0.6860790143678672,0.7062437261594058 ,0.7164868881537946 ,0.7603955487486389 ,0.6829920754889834,0.7489968622230674,0.739143304892913 ,0.6289093097453335,0.764627554034868 ,0.7487300985595147
0.6860790143678672,0.7062437261594058 ,0.7268713702380839 ,0.7717620247919615 ,0.6793690785502453,0.7356004929931071,0.7330387673014478,0.7229992052544556,0.6766834352444442,0.727584291350074
0.6860790143678672,0.7062437261594058 ,0.7300116733680445 ,0.7115384615384615 ,0.6078470460311707,0.7432246566319909,0.7450898187220314,0.719934943031897 ,0.5758573867684821,0.7367561195221343
0.6860790143678672,0.7062437261594058 ,0.7039067923655059 ,0.7546467095323425 ,0.7104716311123972,0.7408065618591935,0.7425170880087716,0.7208138528138528,0.7476340158015461,0.7410891706904994
0.698324983920208 ,0.7549320314343273 ,0.7229666924864445 ,0.7590146996257804 ,0.6385309987886797,0.7483441173092386,0.7379335861622421,0.7249222628803106,0.6172699538258575,0.7411793160160596
0.698324983920208 ,0.7549320314343273 ,0.7225360954174515 ,0.7598076569356491 ,0.6944809282692778,0.7446125282990271,0.738612045246102 ,0.7023209423942637,0.5753456736244905,0.7373658924249539
0.698324983920208 ,0.7549320314343273 ,0.7194596148318482 ,0.7623059148540684 ,0.7022743438691204,0.7332631029583742,0.7368364293224772,0.6585298806971246,0.7764421570821213,0.7471163895486935
0.698324983920208 ,0.7549320314343273 ,0.7078197226502312 ,0.7492224398110816 ,0.7054535083732163,0.7553403210826589,0.7527060627021369,0.7154170974015736,0.565985041782119 ,0.745621223960815
0.6822766307326877,0.7517227974696964 ,0.7341958802744086 ,0.7426434045669745 ,0.6045397297374077,0.7439157634181951,0.7436380507831173,0.7404922920302502,0.4675272836135026,0.7484585425367181
0.6822766307326877,0.7499389918746215 ,0.7162376866857325 ,0.6541896180935859 ,0.7029290213134576,0.722749388197286 ,0.7505974344653304,0.6649828092887463,0.6346923536439665,0.7493181903089626
0.6822766307326877,0.7454969979986658 ,0.7344912245475371 ,0.7591982500781215 ,0.7063901880739318,0.7504702076436953,0.7413837574377629,0.7348271720711385,0.6694066990997036,0.754747117905161
0.6822766307326877,0.75160293801973   ,0.7366890853720247 ,0.7592337399411354 ,0.7134354621674774,0.745805486750479 ,0.7463408843965998,0.7250128667009778,0.7047491662034464,0.7614478536393255
0.693019007437693 ,0.7247445917859549 ,0.7235054854839914 ,0.752686225344208  ,0.7005193306405079,0.7400628887958646,0.7492658162178185,0.7504311940689369,0.6902425716478781,0.755885856924037
0.693019007437693 ,0.7332753228627307 ,0.6692795164278054 ,0.7488265102579554 ,0.6979617160270798,0.7509801129621718,0.7454057667127539,0.7109410700045696,0.6571951919659538,0.7589454035530874
0.693019007437693 ,0.7581776512257796 ,0.7248666544050029 ,0.7576910074374578 ,0.7056277438674288,0.7412577489645876,0.6423179261390721,0.7304919691412672,0.6152413779441769,0.7590583974649162
0.693019007437693 ,0.7562669570027483 ,0.7433977978133081 ,0.7523060611415444 ,0.6905677527618516,0.7491314855373462,0.7576706443914081,0.7137252794496991,0.7334242742825368,0.7555256040143161
0.673444954702214 ,0.7626556695037651 ,0.7364031617039059 ,0.7642157074392297 ,0.7150894793926247,0.7324394561410117,0.7383688794861532,0.7160074961586628,0.759901934077908 ,0.7636360316271935
0.706394744689118 ,0.7525613501100633 ,0.7224621726706328 ,0.7582486513611841 ,0.661628255013469 ,0.7366006374157399,0.7499999999999999,0.705809596565899 ,0.7612800083410808,0.751081147432629
