attention_none_f0,attention_none_f1,attention_none_f2,attention_none_f3,attention_gates_f0,attention_gates_f1,attention_gates_f2,attention_gates_f3,attention_bottleneck_f0,attention_bottleneck_f1
0.5380441336066561,0.32679354264122235,0.27409041340339046,0.48937397562561236,0.6829475013710468,0.6683104441734274,0.6603726517375703,0.6411389763630155,0.4375426427109393,0.30273093423788766
0.5380441336066561,0.32679354264122235,0.5299555470579801 ,0.48937397562561236,0.6485317529700829,0.5774513248306684,0.6634986036716568,0.5951563157156877,0.659087548384291 ,0.23901996568568523
0.5380441336066561,0.32679354264122235,0.49276453816773363,0.48937397562561236,0.6971524109350266,0.7111693462709824,0.6634986036716568,0.5172150584691166,0.5733932209668456,0.6649953717988276
0.5380441336066561,0.32679354264122235,0.6656131293004447 ,0.48937397562561236,0.6980887593132491,0.61856836448488  ,0.6496557933222806,0.5916043524343878,0.6370576121833246,0.6649953717988276
0.6989857468388365,0.6986363809017359 ,0.7029411205536227 ,0.6284204892702381 ,0.6936985224491256,0.6091311064940599,0.7221047170564291,0.6353855462693341,0.7353201851371071,0.6817986995814221
0.6989857468388365,0.6986363809017359 ,0.6725556725556725 ,0.6284204892702381 ,0.7144017254477345,0.6091311064940599,0.7060731553071259,0.7446969246831736,0.7134972309534502,0.709247009148487
0.6989857468388365,0.6986363809017359 ,0.7099900242268776 ,0.6284204892702381 ,0.7380097245876757,0.7263408592931314,0.6530891788623748,0.7229376689116727,0.700993331480967 ,0.7135430418354803
0.6989857468388365,0.6986363809017359 ,0.6857832433053671 ,0.6284204892702381 ,0.735259951583297 ,0.7366379924908513,0.679290870103591 ,0.7464506226671782,0.7127312006941554,0.727075733328032
0.7202820134448271,0.7415883394632884 ,0.6882764278459254 ,0.6229081782989058 ,0.6315325346944571,0.7192309915046908,0.6870948155982528,0.7481171971088235,0.7143485350972021,0.7077314364059054
0.7202820134448271,0.7415883394632884 ,0.7165716318829995 ,0.6229081782989058 ,0.7320047799803178,0.7288831159051976,0.708872439870815 ,0.7534474683873652,0.7167200512491992,0.7331718028318317
0.7202820134448271,0.7415883394632884 ,0.6902546076199806 ,0.6229081782989058 ,0.735217383691408 ,0.723569294415077 ,0.7296293095999309,0.7587345158880453,0.7266644602077053,0.7461200641931175
0.7202820134448271,0.7415883394632884 ,0.6902546076199806 ,0.6229081782989058 ,0.6964581724134938,0.7221901622668454,0.653131433276911 ,0.7160987200950478,0.7344778254649499,0.7196339354801731
0.7262122289530771,0.7437965653657784 ,0.6418905310405018 ,0.7312791951131872 ,0.7090453161382769,0.688642408465848 ,0.5586634963889111,0.648196508865283 ,0.7298899824283501,0.7188140878571361
0.7262122289530771,0.7437965653657784 ,0.6935972610286883 ,0.7312791951131872 ,0.7045062882704506,0.7183101303602718,0.7225489625186825,0.749566013455742 ,0.7348301669545192,0.7410161320229928
0.7262122289530771,0.7437965653657784 ,0.6711433503287668 ,0.7312791951131872 ,0.707302943625765 ,0.7092338112697609,0.7242901604022025,0.7284856688317967,0.7348301669545192,0.7203720114728949
0.7262122289530771,0.7437965653657784 ,0.722133186506337  ,0.7312791951131872 ,0.7086797443244435,0.7117119811762829,0.706567503317644 ,0.7484644831986388,0.752853624777552 ,0.7435086658051271
0.7194329920785657,0.7281262350230859 ,0.7256686819830714 ,0.7423770207957424 ,0.7335563579722458,0.6559191767712146,0.687960922369463 ,0.7362853072994476,0.7006807674105355,0.7313882727634647
