run,correctify,thr,precision,recall
attention_bottleneck,True,0.7,0.9447254093795254,0.43477458449108486
attention_bottleneck,True,0.75,0.9534687194654977,0.37018999087469623
attention_bottleneck,True,0.8,0.9634861766689143,0.2930042755636669
attention_bottleneck,True,0.85,0.9724001219884111,0.19615301801478505
attention_bottleneck,True,0.9,0.9810932475884244,0.07821103033907167
attention_bottleneck,True,0.95,0.9907407407407407,0.0010970870800053316
attention_bottleneck,True,1.0,0.0,0.0
attention_bottleneck,False,0.0,0.0,0.0
attention_bottleneck,False,0.05,0.2470966019006429,0.38896350903815197
attention_bottleneck,False,0.1,0.3522055133605111,0.6404527791163835
attention_bottleneck,False,0.15,0.44299087782264096,0.759317550317335
attention_bottleneck,False,0.2,0.5151356648171935,0.797725851267802
attention_bottleneck,False,0.25,0.563173507907064,0.8000123037803365
attention_bottleneck,False,0.3,0.621290813189658,0.7874316883862567
attention_bottleneck,False,0.35,0.671240281443977,0.7639314679435256
attention_bottleneck,False,0.4,0.6955655446573813,0.7409233987142549
attention_bottleneck,False,0.45,0.7370228236719855,0.7108611620920527
attention_bottleneck,False,0.5,0.8144710578842316,0.6694076755082999
attention_bottleneck,False,0.55,0.8406446690825863,0.632670638053542
attention_bottleneck,False,0.6,0.8594714048410061,0.5941598056002707
attention_bottleneck,False,0.65,0.8749026353368817,0.5527985973690417
attention_bottleneck,False,0.7,0.886446754463401,0.5044960063979658
attention_bottleneck,False,0.75,0.8975848176854332,0.4500210189580749
attention_bottleneck,False,0.8,0.9047032691100487,0.38419579415775496
attention_bottleneck,False,0.85,0.9083021280482236,0.3059027386164399
attention_bottleneck,False,0.9,0.8736253494874184,0.19222606145738277
attention_bottleneck,False,0.95,0.6083688807637619,0.03070818508986886
attention_bottleneck,False,1.0,0.0,0.0
